ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,GeneSet,Description_TR
MF,GO:0015297,antiporter activity,2/18,136/18737,0.014705882352941176,15.308006535947714,5.192946005148873,0.007415066043415038,0.0380883468681961,0.01354493131870416,SLC25A15/SLC44A1,2,Rpost_18,
MF,GO:0099094,ligand-gated monoatomic cation channel activity,2/18,136/18737,0.014705882352941176,15.308006535947714,5.192946005148873,0.007415066043415038,0.0380883468681961,0.01354493131870416,GRIN1/TPCN1,2,Rpost_18,Ligand-kapılı monoatomik katyon kanalı aktivitesi
MF,GO:0015293,symporter activity,2/18,147/18737,0.013605442176870748,14.162509448223734,4.968108108036849,0.008613985735600847,0.0380883468681961,0.01354493131870416,SLC1A1/SLC6A3,2,Rpost_18,Simporter aktivitesi
MF,GO:0008509,monoatomic anion transmembrane transporter activity,2/18,148/18737,0.013513513513513514,14.066816816816818,4.948869662724783,0.008727037474436327,0.0380883468681961,0.01354493131870416,SLC1A1/SLC6A3,2,Rpost_18,Monoatomik anyon transmembran taşıyıcı aktivitesi
MF,GO:0005506,iron ion binding,2/18,153/18737,0.013071895424836602,13.607116920842412,4.855402827222941,0.009302337672837236,0.0380883468681961,0.01354493131870416,ALOXE3/RRM2,2,Rpost_18,Demir iyonu bağlanması
MF,GO:0022849,glutamate-gated calcium ion channel activity,1/18,10/18737,0.1,104.09444444444445,10.111940992936637,0.009567525358960438,0.0380883468681961,0.01354493131870416,GRIN1,1,Rpost_18,
MF,GO:0050308,sugar-phosphatase activity,1/18,10/18737,0.1,104.09444444444445,10.111940992936637,0.009567525358960438,0.0380883468681961,0.01354493131870416,PFKFB1,1,Rpost_18,Şeker-fosfataz aktivitesi
MF,GO:0000099,sulfur amino acid transmembrane transporter activity,1/18,11/18737,0.09090909090909091,94.63131313131314,9.632262654616154,0.010519508300357083,0.0380883468681961,0.01354493131870416,SLC1A1,1,Rpost_18,Kükürtlü amino asit transmembran taşıyıcı aktivitesi
MF,GO:0008199,ferric iron binding,1/18,11/18737,0.09090909090909091,94.63131313131314,9.632262654616154,0.010519508300357083,0.0380883468681961,0.01354493131870416,RRM2,1,Rpost_18,Ferrik demir bağlanması
MF,GO:0016594,glycine binding,1/18,11/18737,0.09090909090909091,94.63131313131314,9.632262654616154,0.010519508300357083,0.0380883468681961,0.01354493131870416,GRIN1,1,Rpost_18,Glisin bağlanması
MF,GO:0016725,"oxidoreductase activity, acting on CH or CH2 groups",1/18,11/18737,0.09090909090909091,94.63131313131314,9.632262654616154,0.010519508300357083,0.0380883468681961,0.01354493131870416,RRM2,1,Rpost_18,Oksidoredüktaz aktivitesi (CH/CH2 grupları)
MF,GO:0019203,carbohydrate phosphatase activity,1/18,11/18737,0.09090909090909091,94.63131313131314,9.632262654616154,0.010519508300357083,0.0380883468681961,0.01354493131870416,PFKFB1,1,Rpost_18,Karbonhidrat fosfataz aktivitesi
MF,GO:0015103,inorganic anion transmembrane transporter activity,2/18,166/18737,0.012048192771084338,12.541499330655958,4.631610171464688,0.010875525587942999,0.0380883468681961,0.01354493131870416,SLC1A1/SLC6A3,2,Rpost_18,İnorganik anyon transmembran taşıyıcı aktivitesi
MF,GO:0015399,primary active transmembrane transporter activity,2/18,166/18737,0.012048192771084338,12.541499330655958,4.631610171464688,0.010875525587942999,0.0380883468681961,0.01354493131870416,ATP6V0A4/CYB5A,2,Rpost_18,Primer aktif transmembran taşıyıcı aktivitesi
MF,GO:0022832,voltage-gated channel activity,2/18,166/18737,0.012048192771084338,12.541499330655958,4.631610171464688,0.010875525587942999,0.0380883468681961,0.01354493131870416,GRIN1/TPCN1,2,Rpost_18,Voltaj-kapılı kanal aktivitesi
MF,GO:0008504,monoamine transmembrane transporter activity,1/18,12/18737,0.08333333333333333,86.74537037037037,9.213481320691715,0.011470627004330214,0.0380883468681961,0.01354493131870416,SLC6A3,1,Rpost_18,Monoamin transmembran taşıyıcı aktivitesi
MF,GO:0016840,carbon-nitrogen lyase activity,1/18,12/18737,0.08333333333333333,86.74537037037037,9.213481320691715,0.011470627004330214,0.0380883468681961,0.01354493131870416,ASL,1,Rpost_18,Karbon-azot liyaz aktivitesi
MF,GO:0061459,L-arginine transmembrane transporter activity,1/18,13/18737,0.07692307692307693,80.07264957264958,8.843659655961172,0.012420882209345785,0.0380883468681961,0.01354493131870416,SLC25A15,1,Rpost_18,L-arjinin transmembran taşıyıcı aktivitesi
MF,GO:1901338,catecholamine binding,1/18,13/18737,0.07692307692307693,80.07264957264958,8.843659655961172,0.012420882209345785,0.0380883468681961,0.01354493131870416,SLC6A3,1,Rpost_18,
MF,GO:1901981,phosphatidylinositol phosphate binding,2/18,181/18737,0.011049723756906077,11.502148557397176,4.402593946036993,0.012826852158350588,0.0380883468681961,0.01354493131870416,PLA2G4E/TPCN1,2,Rpost_18,Fosfatidilinositol fosfat bağlanması
MF,GO:0015276,ligand-gated monoatomic ion channel activity,2/18,184/18737,0.010869565217391304,11.31461352657005,4.360016860541224,0.013234279705264038,0.0380883468681961,0.01354493131870416,GRIN1/TPCN1,2,Rpost_18,Ligand-kapılı monoatomik iyon kanalı aktivitesi
MF,GO:0004065,arylsulfatase activity,1/18,14/18737,0.07142857142857142,74.35317460317461,8.513900739480166,0.013370274653280778,0.0380883468681961,0.01354493131870416,ARSD,1,Rpost_18,Arilsülfataz aktivitesi
MF,GO:0005313,L-glutamate transmembrane transporter activity,1/18,14/18737,0.07142857142857142,74.35317460317461,8.513900739480166,0.013370274653280778,0.0380883468681961,0.01354493131870416,SLC1A1,1,Rpost_18,L-glutamat transmembran taşıyıcı aktivitesi
MF,GO:0015078,proton transmembrane transporter activity,2/18,185/18737,0.010810810810810811,11.253453453453453,4.346043109623719,0.0133713449897152,0.0380883468681961,0.01354493131870416,ATP6V0A4/CYB5A,2,Rpost_18,Proton transmembran taşıyıcı aktivitesi
MF,GO:0022834,ligand-gated channel activity,2/18,186/18737,0.010752688172043012,11.192951015531662,4.332176236677474,0.013509036341060305,0.0380883468681961,0.01354493131870416,GRIN1/TPCN1,2,Rpost_18,Ligand-kapılı kanal aktivitesi
MF,GO:0031406,carboxylic acid binding,2/18,187/18737,0.0106951871657754,11.133095662507426,4.318414825979025,0.013647352571022649,0.0380883468681961,0.01354493131870416,GRIN1/SLC1A1,2,Rpost_18,Karboksilik asit bağlanması
MF,GO:0004129,cytochrome-c oxidase activity,1/18,15/18737,0.06666666666666667,69.39629629629628,8.217419595793645,0.014318805073418539,0.0380883468681961,0.01354493131870416,CYB5A,1,Rpost_18,Sitokrom-c oksidaz aktivitesi
MF,GO:0015556,C4-dicarboxylate transmembrane transporter activity,1/18,15/18737,0.06666666666666667,69.39629629629628,8.217419595793645,0.014318805073418539,0.0380883468681961,0.01354493131870416,SLC1A1,1,Rpost_18,
MF,GO:0015926,glucosidase activity,1/18,15/18737,0.06666666666666667,69.39629629629628,8.217419595793645,0.014318805073418539,0.0380883468681961,0.01354493131870416,GBA3,1,Rpost_18,Glukozidaz aktivitesi
MF,GO:0043176,amine binding,1/18,15/18737,0.06666666666666667,69.39629629629628,8.217419595793645,0.014318805073418539,0.0380883468681961,0.01354493131870416,SLC6A3,1,Rpost_18,Amin bağlanması
MF,GO:0004970,glutamate-gated receptor activity,1/18,16/18737,0.0625,65.05902777777777,7.948939326410946,0.015266474206453107,0.0380883468681961,0.01354493131870416,GRIN1,1,Rpost_18,
MF,GO:0015378,sodium:chloride symporter activity,1/18,16/18737,0.0625,65.05902777777777,7.948939326410946,0.015266474206453107,0.0380883468681961,0.01354493131870416,SLC6A3,1,Rpost_18,Sodyum:klorür simporter aktivitesi
MF,GO:0016675,"oxidoreductase activity, acting on a heme group of donors",1/18,16/18737,0.0625,65.05902777777777,7.948939326410946,0.015266474206453107,0.0380883468681961,0.01354493131870416,CYB5A,1,Rpost_18,
MF,GO:0043177,organic acid binding,2/18,199/18737,0.010050251256281407,10.46175321049693,4.161022697515571,0.015355457352593098,0.0380883468681961,0.01354493131870416,GRIN1/SLC1A1,2,Rpost_18,Organik asit bağlanması
MF,GO:0016829,lyase activity,2/18,201/18737,0.009950248756218905,10.357656163626313,4.136094674107831,0.015648730135498126,0.0380883468681961,0.01354493131870416,ALOXE3/ASL,2,Rpost_18,Liyaz aktivitesi
MF,GO:0008484,sulfuric ester hydrolase activity,1/18,17/18737,0.058823529411764705,61.232026143790854,7.704285716472987,0.01621328278848888,0.0380883468681961,0.01354493131870416,ARSD,1,Rpost_18,Sülfürik ester hidrolaz aktivitesi
MF,GO:0015278,intracellularly gated calcium channel activity,1/18,17/18737,0.058823529411764705,61.232026143790854,7.704285716472987,0.01621328278848888,0.0380883468681961,0.01354493131870416,TPCN1,1,Rpost_18,
MF,GO:0047498,calcium-dependent phospholipase A2 activity,1/18,17/18737,0.058823529411764705,61.232026143790854,7.704285716472987,0.01621328278848888,0.0380883468681961,0.01354493131870416,PLA2G4E,1,Rpost_18,Kalsiyum-bağımlı fosfolipaz A2 aktivitesi
MF,GO:0008970,phospholipase A1 activity,1/18,18/18737,0.05555555555555555,57.83024691358024,7.480107556456912,0.0171592315550384,0.03847827682038914,0.013683597731290591,PLA2G4E,1,Rpost_18,Fosfolipaz A1 aktivitesi
MF,GO:0015172,acidic amino acid transmembrane transporter activity,1/18,18/18737,0.05555555555555555,57.83024691358024,7.480107556456912,0.0171592315550384,0.03847827682038914,0.013683597731290591,SLC1A1,1,Rpost_18,Asidik amino asit transmembran taşıyıcı aktivitesi
MF,GO:0015373,monoatomic anion:sodium symporter activity,1/18,18/18737,0.05555555555555555,57.83024691358024,7.480107556456912,0.0171592315550384,0.03847827682038914,0.013683597731290591,SLC6A3,1,Rpost_18,Monoatomik anyon:sodyum simporter aktivitesi
MF,GO:0005326,neurotransmitter transmembrane transporter activity,1/18,20/18737,0.05,52.047222222222224,7.082757318106715,0.01904855258078786,0.0408577649558928,0.014529788391142532,SLC6A3,1,Rpost_18,
MF,GO:0015095,magnesium ion transmembrane transporter activity,1/18,20/18737,0.05,52.047222222222224,7.082757318106715,0.01904855258078786,0.0408577649558928,0.014529788391142532,TRPM7,1,Rpost_18,
MF,GO:0015174,basic amino acid transmembrane transporter activity,1/18,20/18737,0.05,52.047222222222224,7.082757318106715,0.01904855258078786,0.0408577649558928,0.014529788391142532,SLC25A15,1,Rpost_18,Bazik amino asit transmembran taşıyıcı aktivitesi
MF,GO:0005248,voltage-gated sodium channel activity,1/18,21/18737,0.047619047619047616,49.56878306878306,6.905477592652841,0.019991926308070673,0.041094515188811936,0.014613981219349906,TPCN1,1,Rpost_18,Voltaj-kapılı sodyum kanalı aktivitesi
MF,GO:0010314,phosphatidylinositol-5-phosphate binding,1/18,21/18737,0.047619047619047616,49.56878306878306,6.905477592652841,0.019991926308070673,0.041094515188811936,0.014613981219349906,PLA2G4E,1,Rpost_18,
MF,GO:0019200,carbohydrate kinase activity,1/18,21/18737,0.047619047619047616,49.56878306878306,6.905477592652841,0.019991926308070673,0.041094515188811936,0.014613981219349906,PFKFB1,1,Rpost_18,Karbonhidrat kinaz aktivitesi
MF,GO:0015377,chloride:monoatomic cation symporter activity,1/18,22/18737,0.045454545454545456,47.31565656565657,6.740275046466101,0.02093444315603188,0.04244243269990025,0.0150933259956971,SLC6A3,1,Rpost_18,Klorür:monoatomik katyon simporter aktivitesi
MF,GO:0005283,amino acid:sodium symporter activity,1/18,23/18737,0.043478260869565216,45.2584541062802,6.585825437179363,0.021876103857244922,0.043293622477774456,0.015396025063219933,SLC1A1,1,Rpost_18,Amino asit:sodyum simporter aktivitesi
MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",1/18,24/18737,0.041666666666666664,43.37268518518518,6.440999533972529,0.022816909143691944,0.043293622477774456,0.015396025063219933,ALOXE3,1,Rpost_18,"Oksidoredüktaz aktivitesi (tek donör, iki oksijen atomu katılımı ile)"
MF,GO:0042625,ATPase-coupled ion transmembrane transporter activity,1/18,24/18737,0.041666666666666664,43.37268518518518,6.440999533972529,0.022816909143691944,0.043293622477774456,0.015396025063219933,ATP6V0A4,1,Rpost_18,ATPaz-bağlantılı iyon transmembran taşıyıcı aktivitesi
MF,GO:0044769,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",1/18,24/18737,0.041666666666666664,43.37268518518518,6.440999533972529,0.022816909143691944,0.043293622477774456,0.015396025063219933,ATP6V0A4,1,Rpost_18,
MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",1/18,24/18737,0.041666666666666664,43.37268518518518,6.440999533972529,0.022816909143691944,0.043293622477774456,0.015396025063219933,ATP6V0A4,1,Rpost_18,"Proton taşıyan ATPaz aktivitesi, rotasyonel mekanizma"
MF,GO:0015296,monoatomic anion:monoatomic cation symporter activity,1/18,25/18737,0.04,41.63777777777778,6.3048276675483645,0.02375685974677022,0.04395019053152491,0.015629512991296196,SLC6A3,1,Rpost_18,Monoatomik anyon:monoatomik katyon simporter aktivitesi
MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",1/18,25/18737,0.04,41.63777777777778,6.3048276675483645,0.02375685974677022,0.04395019053152491,0.015629512991296196,ALOXE3,1,Rpost_18,"Oksidoredüktaz aktivitesi (tek donör, moleküler oksijen katılımı ile)"
MF,GO:0008066,glutamate receptor activity,1/18,26/18737,0.038461538461538464,40.03632478632479,6.176471852542942,0.024695956397292385,0.045123475886410774,0.016046755293887188,GRIN1,1,Rpost_18,
MF,GO:0016866,intramolecular transferase activity,1/18,28/18737,0.03571428571428571,37.176587301587304,5.940386370387079,0.026571590760978148,0.04795848088566788,0.017054936303580324,ALOXE3,1,Rpost_18,
MF,GO:0005416,amino acid:monoatomic cation symporter activity,1/18,29/18737,0.034482758620689655,35.89463601532567,5.831460794651567,0.02750812993283669,0.04831156747825006,0.01718050052569348,SLC1A1,1,Rpost_18,Amino asit:monoatomik katyon simporter aktivitesi
MF,GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",1/18,29/18737,0.034482758620689655,35.89463601532567,5.831460794651567,0.02750812993283669,0.04831156747825006,0.01718050052569348,PLA2G4E,1,Rpost_18,
MF,GO:0005217,intracellularly ligand-gated monoatomic ion channel activity,1/18,30/18737,0.03333333333333333,34.69814814814814,5.727933387867881,0.028443818069527116,0.04831156747825006,0.01718050052569348,TPCN1,1,Rpost_18,
MF,GO:0033764,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1/18,30/18737,0.03333333333333333,34.69814814814814,5.727933387867881,0.028443818069527116,0.04831156747825006,0.01718050052569348,HSD11B1,1,Rpost_18,"Steroid dehidrogenaz aktivitesi (CH-OH grubu, NAD/NADP alıcı)"
MF,GO:0051721,protein phosphatase 2A binding,1/18,30/18737,0.03333333333333333,34.69814814814814,5.727933387867881,0.028443818069527116,0.04831156747825006,0.01718050052569348,SLC6A3,1,Rpost_18,Protein fosfataz 2A bağlanması
MF,GO:0035091,phosphatidylinositol binding,2/18,280/18737,0.007142857142857143,7.43531746031746,3.3643549173585616,0.029082473053913076,0.04831156747825006,0.01718050052569348,PLA2G4E/TPCN1,2,Rpost_18,Fosfatidilinositol bağlanması
MF,GO:0005310,dicarboxylic acid transmembrane transporter activity,1/18,31/18737,0.03225806451612903,33.57885304659498,5.629366727596579,0.029378655898935846,0.04831156747825006,0.01718050052569348,SLC1A1,1,Rpost_18,Dikarboksilik asit transmembran taşıyıcı aktivitesi
MF,GO:0070273,phosphatidylinositol-4-phosphate binding,1/18,31/18737,0.03225806451612903,33.57885304659498,5.629366727596579,0.029378655898935846,0.04831156747825006,0.01718050052569348,PLA2G4E,1,Rpost_18,
MF,GO:0016229,steroid dehydrogenase activity,1/18,33/18737,0.030303030303030304,31.54377104377104,5.445600129057432,0.031245783544533334,0.05081731829220806,0.018071592564796606,HSD11B1,1,Rpost_18,Steroid dehidrogenaz aktivitesi
MF,GO:0004623,phospholipase A2 activity,1/18,35/18737,0.02857142857142857,29.74126984126984,5.277513066620136,0.03310951868105083,0.05269041682575831,0.018737701573882756,PLA2G4E,1,Rpost_18,Fosfolipaz A2 aktivitesi
MF,GO:0005343,organic acid:sodium symporter activity,1/18,35/18737,0.02857142857142857,29.74126984126984,5.277513066620136,0.03310951868105083,0.05269041682575831,0.018737701573882756,SLC1A1,1,Rpost_18,Organik asit:sodyum simporter aktivitesi
MF,GO:0022836,gated channel activity,2/18,308/18737,0.006493506493506494,6.75937950937951,3.1603380457361485,0.03464984455647163,0.05455507440806172,0.01940080882221256,GRIN1/TPCN1,2,Rpost_18,Kapılı kanal aktivitesi
MF,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",1/18,40/18737,0.025,26.023611111111112,4.912780754207784,0.03775405234853435,0.05881683944824299,0.0209163724922628,PLA2G4E,1,Rpost_18,"Fosfatidilinositol-3,4,5-trisfosfat bağlanması"
MF,GO:0015175,neutral L-amino acid transmembrane transporter activity,1/18,41/18737,0.024390243902439025,25.38888888888889,4.847780674755776,0.03868042701065788,0.059632324974764235,0.02120637445759752,SLC1A1,1,Rpost_18,Nötral L-amino asit transmembran taşıyıcı aktivitesi
MF,GO:0032266,phosphatidylinositol-3-phosphate binding,1/18,47/18737,0.02127659574468085,22.14775413711584,4.501340854592726,0.044221011076806316,0.06747123339553952,0.023994037480632835,PLA2G4E,1,Rpost_18,
MF,GO:0005544,calcium-dependent phospholipid binding,1/18,53/18737,0.018867924528301886,19.640461215932916,4.2139854189303945,0.04973142628440075,0.07495742177673083,0.026656266634683793,PLA2G4E,1,Rpost_18,Kalsiyum-bağımlı fosfolipit bağlanması
MF,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,1/18,54/18737,0.018518518518518517,19.276748971193413,4.170670586587306,0.05064690660589921,0.07495742177673083,0.026656266634683793,ATP6V0A4,1,Rpost_18,ATPaz-bağlantılı monoatomik katyon transmembran taşıyıcı aktivitesi
MF,GO:0050661,NADP binding,1/18,54/18737,0.018518518518518517,19.276748971193413,4.170670586587306,0.05064690660589921,0.07495742177673083,0.026656266634683793,HSD11B1,1,Rpost_18,NADP bağlanması
MF,GO:0016836,hydro-lyase activity,1/18,61/18737,0.01639344262295082,17.064663023679415,3.8969781815095685,0.057031984428677296,0.08275229113180627,0.029428268539049174,ALOXE3,1,Rpost_18,Hidro-liyaz aktivitesi
MF,GO:0019905,syntaxin binding,1/18,61/18737,0.01639344262295082,17.064663023679415,3.8969781815095685,0.057031984428677296,0.08275229113180627,0.029428268539049174,TPCN1,1,Rpost_18,Sintaksin bağlanması
MF,GO:0022824,transmitter-gated monoatomic ion channel activity,1/18,63/18737,0.015873015873015872,16.522927689594354,3.827001224466862,0.058848829444654305,0.08374641113277728,0.02978179627765906,GRIN1,1,Rpost_18,Transmiter-kapılı monoatomik iyon kanalı aktivitesi
MF,GO:0022835,transmitter-gated channel activity,1/18,63/18737,0.015873015873015872,16.522927689594354,3.827001224466862,0.058848829444654305,0.08374641113277728,0.02978179627765906,GRIN1,1,Rpost_18,Transmiter-kapılı kanal aktivitesi
MF,GO:1901682,sulfur compound transmembrane transporter activity,1/18,64/18737,0.015625,16.264756944444443,3.7932040119228656,0.05975601168038325,0.08422752122568306,0.029952888060342475,SLC1A1,1,Rpost_18,Kükürt bileşiği transmembran taşıyıcı aktivitesi
MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,1/18,68/18737,0.014705882352941176,15.308006535947714,3.6652738436273276,0.06337648866156154,0.08848792756519912,0.0314679685509243,CYB5A,1,Rpost_18,Oksidoredüksiyon-tahrikli aktif transmembran taşıyıcı aktivitesi
MF,GO:0005230,extracellular ligand-gated monoatomic ion channel activity,1/18,73/18737,0.0136986301369863,14.25951293759513,3.519816378561907,0.06788357094626551,0.09389503271072239,0.03339083666810896,GRIN1,1,Rpost_18,Hücre dışı ligand-kapılı monoatomik iyon kanalı aktivitesi
MF,GO:0017022,myosin binding,1/18,75/18737,0.013333333333333334,13.87925925925926,3.4655789261251706,0.06968066205173273,0.0954883146634856,0.03395743764704324,TRPM7,1,Rpost_18,Miyozin bağlanması
MF,GO:0016835,carbon-oxygen lyase activity,1/18,79/18737,0.012658227848101266,13.176511954992968,3.3630805554231165,0.073265032071331615,0.09947912611520257,0.03537664513342907,ALOXE3,1,Rpost_18,Karbon-oksijen liyaz aktivitesi
