ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,GeneSet
R-HSA-1483257,Phospholipid metabolism,2/23,212/11146,0.009433962264150943,4.571780147662018,2.3875699300098865,0.07015175982150898,0.1207092163298159,0.07489990154537053,PLA2G4E/SLC44A1,2,all_25
R-HSA-1222556,ROS and RNS production in phagocytes,1/23,36/11146,0.027777777777777776,13.461352657004829,3.405276595323554,0.07177453425169034,0.1207092163298159,0.07489990154537053,ATP6V0A4,1,all_25
R-HSA-196071,Metabolism of steroid hormones,1/23,36/11146,0.027777777777777776,13.461352657004829,3.405276595323554,0.07177453425169034,0.1207092163298159,0.07489990154537053,HSD11B1,1,all_25
R-HSA-75105,Fatty acyl-CoA biosynthesis,1/23,37/11146,0.02702702702702703,13.09753231492362,3.35160751342862,0.07369615312767708,0.1207092163298159,0.07489990154537053,TECR,1,all_25
R-HSA-8964043,Plasma lipoprotein clearance,1/23,37/11146,0.02702702702702703,13.09753231492362,3.35160751342862,0.07369615312767708,0.1207092163298159,0.07489990154537053,APOC1,1,all_25
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,1/23,37/11146,0.02702702702702703,13.09753231492362,3.35160751342862,0.07369615312767708,0.1207092163298159,0.07489990154537053,APOC1,1,all_25
R-HSA-211859,Biological oxidations,2/23,222/11146,0.009009009009009009,4.365844104974539,2.3034172998357896,0.07600142115745963,0.12237516966031635,0.07593362327953147,CYP2E1/NAT2,2,all_25
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,1/23,41/11146,0.024390243902439025,11.819724284199365,3.1560351148759596,0.08134464522725471,0.1287956882764866,0.07991754618818006,GRIN1,1,all_25
R-HSA-3928662,EPHB-mediated forward signaling,1/23,42/11146,0.023809523809523808,11.538302277432711,3.111347763355624,0.08324730827631088,0.12964744731556613,0.08044606149220723,GRIN1,1,all_25
R-HSA-9749641,Aspirin ADME,1/23,44/11146,0.022727272727272728,11.013833992094861,3.0263496298177066,0.08704133244802736,0.13336978358971935,0.08275576599472889,CYP2E1,1,all_25
R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,1/23,47/11146,0.02127659574468085,10.310823311748381,2.908627288702782,0.09270422064572958,0.139792078751497,0.08674079124746628,APOC1,1,all_25
R-HSA-112310,Neurotransmitter release cycle,1/23,51/11146,0.0196078431372549,9.502131287297527,2.7672106948749047,0.10020249277066029,0.14873807520644886,0.09229176965718709,SLC1A1,1,all_25
R-HSA-6794361,Neurexins and neuroligins,1/23,55/11146,0.01818181818181818,8.811067193675889,2.6405801344786037,0.10764146901342952,0.15732214701962777,0.09761817432796847,GRIN1,1,all_25
